name,host,acc,start,end,eval,qstart,qend,strand,cit,lineage
EBLN-Carbovirus.14-CerSim,Ceratotherium_simum_simum,NW_004454179.1,9853406,9854339,4.38E-18,92,434,-,,EBLN3
EBLN-Carbovirus.14-DelLeu,Delphinapterus_leucas,NW_019160861.1,28135014,28135908,5.09E-32,90,425,+,,EBLN3
EBLN-Carbovirus.14-EquAsi,Equus_asinus,NW_014638331.1,1209529,1210504,8.19E-20,11,423,-,,EBLN3
EBLN-Carbovirus.14-EquCab,Equus_caballus,NW_019641712.1,29738999,29739971,1.09E-10,10,423,+,,EBLN3
EBLN-Carbovirus.14-EquPrz,Equus_przewalskii,NW_007677196.1,47424,48396,9.41E-11,10,423,+,,EBLN3
EBLN-Carbovirus.14-GalVar,Galeopterus_variegatus,NW_007726730.1,342155,342591,9.15E-18,246,415,-,,EBLN3
EBLN-Carbovirus.14-HipArm,Hipposideros_armiger,NW_017731378.1,2360816,2361502,6.70E-20,158,431,-,,EBLN3
EBLN-Carbovirus.14-HomSap,Homo_sapiens,NC_000010.11,100230376,100230700,2.67E-05,285,415,-,hsEBLN-14_Carbo,EBLN3
EBLN-Carbovirus.14-LagObl,Lagenorhynchus_obliquidens,NW_020837955.1,17827144,17828037,1.48E-28,90,425,-,,EBLN3
EBLN-Carbovirus.14-LepWed,Leptonychotes_weddellii,NW_006384332.1,557516,558254,5.32E-23,158,434,-,,EBLN3
EBLN-Carbovirus.14-LipVex,Lipotes_vexillifer,NW_006798383.1,844577,845465,2.03E-23,90,425,-,,EBLN3
EBLN-Carbovirus.14-MicMur,Microcebus_murinus,NW_017963769.1,50051979,50052224,2.95E-06,319,419,-,,EBLN3
EBLN-Carbovirus.14-MinNat,Miniopterus_natalensis,NW_015504792.1,3336768,3337465,6.36E-09,156,433,-,,EBLN3
EBLN-Carbovirus.14-NeoSch,Neomonachus_schauinslandi,NW_018734381.1,38582634,38583177,1.05E-23,234,434,-,,EBLN3
EBLN-Carbovirus.14-NeoAsi,Neophocaena_asiaeorientalis_asiaeorientalis,NW_020185331.1,3363326,3364220,3.45E-31,90,425,-,,EBLN3
EBLN-Carbovirus.14-NomLeu,Nomascus_leucogenys,NC_019818.1,34123313,34123682,3.97E-08,270,416,+,,EBLN3
EBLN-Carbovirus.14-NomLeu,Nomascus_leucogenys,NW_004087881.1,34122313,34122682,4.10E-08,270,416,+,,EBLN3
EBLN-Carbovirus.14-OdoRos,Odobenus_rosmarus_divergens,NW_004450415.1,716658,716984,4.65E-13,307,434,-,,EBLN3
EBLN-Carbovirus.14-OdoVir,Odocoileus_virginianus_texanus,NW_018337965.1,86182,86884,2.96E-19,157,427,-,,EBLN3
EBLN-Carbovirus.14-OrcOrc,Orcinus_orca,NW_004438441.1,14874556,14875449,8.91E-29,90,425,-,,EBLN3
EBLN-Carbovirus.14-OviAri,Ovis_aries,NC_019479.2,20279737,20280235,4.35E-06,157,343,-,,EBLN3
EBLN-Carbovirus.14-OviAri,Ovis_aries,NW_014639031.1,20279737,20280235,4.35E-06,157,343,-,,EBLN3
EBLN-Carbovirus.14-OviAri,Ovis_aries_musimon,NW_011942280.1,5013670,5014168,1.19E-06,157,343,+,,EBLN3
EBLN-Carbovirus.14-PanPan,Pan_paniscus,NC_027878.1,100317772,100318081,4.17E-04,285,410,-,,EBLN3
EBLN-Carbovirus.14-PanTro,Pan_troglodytes,NC_036889.1,96076129,96076438,4.18E-04,285,410,-,,EBLN3
EBLN-Carbovirus.14-PanHod,Pantholops_hodgsonii,NW_005816152.1,610009,610697,1.79E-18,157,424,-,,EBLN3
EBLN-Carbovirus.14-PhyCat,Physeter_catodon,NW_019873556.1,29353244,29354329,1.66E-13,97,425,+,,EBLN3
EBLN-Carbovirus.14-PonAbe,Pongo_abelii,NC_036913.1,98554249,98554576,2.00E-03,285,416,-,,EBLN3
EBLN-Carbovirus.14-ProCoq,Propithecus_coquereli,NW_012153396.1,1761738,1762130,3.84E-08,266,419,-,,EBLN3
EBLN-Carbovirus.14-RhiSin,Rhinolophus_sinicus,NW_017738957.1,3799789,3800296,4.04E-13,159,340,-,,EBLN3
EBLN-Carbovirus.14-SusScr,Sus_scrofa,NW_018084695.1,111352238,111352944,5.19E-15,157,429,-,,EBLN3
EBLN-Carbovirus.14-TurTru,Tursiops_truncatus,NW_017843484.1,5763358,5764251,9.18E-28,90,425,-,,EBLN3
EBLN-Carbovirus.14-UrsArc,Ursus_arctos_horribilis,NW_020656126.1,4287626,4288252,2.35E-08,196,434,-,,EBLN3
EBLN-Carbovirus.14-UrsMar,Ursus_maritimus,NW_007907022.1,4188442,4189068,2.35E-08,196,434,-,,EBLN3
EBLN-Carbovirus.14-VicPac,Vicugna_pacos,NW_005882815.1,2179453,2180141,8.14E-06,157,431,+,,EBLN3
EBLN-Carbovirus.14-VulVul,Vulpes_vulpes,NW_020356435.1,36228667,36229107,3.91E-13,234,395,-,,EBLN3
EBLN-Carbovirus.15-AotNan,Aotus_nancymaae,NW_018507077.1,491293,492557,4.18E-12,41,426,-,,EBLN5
EBLN-Carbovirus.15-CalJac,Callithrix_jacchus,NC_013904.1,40385037,40386247,7.22E-15,55,425,-,,EBLN5
EBLN-Carbovirus.15-CalJac,Callithrix_jacchus,NW_003183869.1,550839,552049,7.74E-15,55,425,-,,EBLN5
EBLN-Carbovirus.15-CebCap,Cebus_capucinus_imitator,NW_016107496.1,3372262,3373330,5.47E-14,89,371,-,,EBLN5
EBLN-Carbovirus.15-CerAty,Cercocebus_atys,NW_012006154.1,3828635,3830000,3.10E-28,9,427,+,,EBLN5
EBLN-Carbovirus.15-ChlSab,Chlorocebus_sabaeus,NC_023652.1,47706747,47708031,5.44E-24,55,435,-,,EBLN5
EBLN-Carbovirus.15-ChlSab,Chlorocebus_sabaeus,NW_006735254.1,12323685,12324969,5.44E-24,55,435,-,,EBLN5
EBLN-Carbovirus.15-ColAng,Colobus_angolensis_palliatus,NW_012122598.1,3723607,3724887,3.06E-29,55,435,+,,EBLN5
EBLN-Carbovirus.15-GorGor,Gorilla_gorilla_gorilla,NC_018436.2,34645414,34646715,1.07E-24,41,435,+,,EBLN5
EBLN-Carbovirus.15-GorGor,Gorilla_gorilla_gorilla,NW_017493700.1,34645414,34646715,1.10E-24,41,435,+,,EBLN5
EBLN-Carbovirus.15-HomSap,Homo_sapiens,NC_000012.12,51510969,51512268,1.94E-29,41,435,-,hsEBLN-15_Carbo,EBLN5
EBLN-Carbovirus.15-HomSap,Homo_sapiens,NT_029419.13,14275717,14277016,1.94E-29,41,435,-,,EBLN5
EBLN-Carbovirus.15-HomSap,Homo_sapiens,NG_032675.1,124523,125822,2.10E-29,41,435,-,,EBLN5
EBLN-Carbovirus.15-MacFas,Macaca_fascicularis,NC_022282.1,50417573,50418864,7.54E-29,55,435,-,,EBLN5
EBLN-Carbovirus.15-MacFas,Macaca_fascicularis,NW_005092981.1,14631136,14632427,7.57E-29,55,435,-,,EBLN5
EBLN-Carbovirus.15-MacMul,Macaca_mulatta,NC_027903.1,49833559,49834850,1.29E-28,55,435,-,,EBLN5
EBLN-Carbovirus.15-MacMul,Macaca_mulatta,NW_014805283.1,2685263,2686554,1.35E-28,55,435,-,,EBLN5
EBLN-Carbovirus.15-MacNem,Macaca_nemestrina,NW_012015577.1,12932562,12933850,5.84E-28,55,435,+,,EBLN5
EBLN-Carbovirus.15-ManLeu,Mandrillus_leucophaeus,NW_012100098.1,1966865,1968250,1.97E-29,9,435,+,,EBLN5
EBLN-Carbovirus.15-NomLeu,Nomascus_leucogenys,NC_019823.1,527658,528877,1.47E-24,90,435,+,,EBLN5
EBLN-Carbovirus.15-NomLeu,Nomascus_leucogenys,NW_004087891.1,526658,527877,1.49E-24,90,435,+,,EBLN5
EBLN-Carbovirus.15-PanPan,Pan_paniscus,NC_027880.1,38129752,38131041,2.79E-30,44,435,+,,EBLN5
EBLN-Carbovirus.15-PanPan,Pan_paniscus,NW_014014174.1,299928,301217,2.99E-30,44,435,-,,EBLN5
EBLN-Carbovirus.15-PanTro,Pan_troglodytes,NC_036891.1,37583082,37584372,2.97E-29,44,435,+,,EBLN5
EBLN-Carbovirus.15-PanTro,Pan_troglodytes,NW_019932839.1,37583082,37584372,3.01E-29,44,435,+,,EBLN5
EBLN-Carbovirus.15-PapAnu,Papio_anubis,NC_018162.2,47607836,47609217,2.53E-28,9,435,-,,EBLN5
EBLN-Carbovirus.15-PapAnu,Papio_anubis,NW_018757712.1,307704,309085,2.69E-28,9,435,-,,EBLN5
EBLN-Carbovirus.15-PilTep,Piliocolobus_tephrosceles,NW_020556041.1,15716492,15717874,1.10E-29,9,435,+,,EBLN5
EBLN-Carbovirus.15-PonAbe,Pongo_abelii,NC_036915.1,49090204,49091473,1.72E-19,41,424,-,,EBLN5
EBLN-Carbovirus.15-PonAbe,Pongo_abelii,NW_019937234.1,81835628,81836897,1.72E-19,41,424,+,,EBLN5
EBLN-Carbovirus.15-RhiBie,Rhinopithecus_bieti,NW_016823424.1,1941845,1943200,1.07E-30,9,426,+,,EBLN5
EBLN-Carbovirus.15-RhiRox,Rhinopithecus_roxellana,NW_010816208.1,3296541,3297920,5.54E-30,9,435,+,,EBLN5
EBLN-Carbovirus.15-SaiBol,Saimiri_boliviensis_boliviensis,NW_003943715.1,2686200,2687461,3.10E-16,41,426,-,,EBLN5
EBLN-Carbovirus.15-TheGel,Theropithecus_gelada,NC_037679.1,10718995,10720378,2.33E-28,9,435,-,,EBLN5
EBLN-Carbovirus.15-TheGel,Theropithecus_gelada,NW_020251515.1,10718995,10720378,2.33E-28,9,435,-,,EBLN5
EBLN-Carbovirus.16-AotNan,Aotus_nancymaae,NW_018503519.1,21404530,21405004,1.62E-07,225,403,-,,EBLN9
EBLN-Carbovirus.16-CalJac,Callithrix_jacchus,NC_013905.1,59342121,59342613,1.50E-07,225,409,-,,EBLN9
EBLN-Carbovirus.16-CalJac,Callithrix_jacchus,NW_003183986.1,386006,386498,1.70E-07,225,409,-,,EBLN9
EBLN-Carbovirus.16-CebCap,Cebus_capucinus_imitator,NW_016107384.1,1742143,1742721,1.74E-07,157,370,-,,EBLN9
EBLN-Carbovirus.16-CerAty,Cercocebus_atys,NW_012000965.1,434228,434826,6.56E-25,180,422,-,,EBLN9
EBLN-Carbovirus.16-ChlSab,Chlorocebus_sabaeus,NC_023665.1,11791619,11792220,3.18E-25,180,423,-,,EBLN9
EBLN-Carbovirus.16-ChlSab,Chlorocebus_sabaeus,NW_006735274.1,10791619,10792220,3.18E-25,180,423,-,,EBLN9
EBLN-Carbovirus.16-ColAng,Colobus_angolensis_palliatus,NW_012118421.1,505344,505945,2.26E-24,205,423,-,,EBLN9
EBLN-Carbovirus.16-GorGor,Gorilla_gorilla_gorilla,NC_018438.2,10308845,10309377,2.69E-30,205,403,+,,EBLN9
EBLN-Carbovirus.16-GorGor,Gorilla_gorilla_gorilla,NW_017493703.1,10308845,10309377,2.73E-30,205,403,+,,EBLN9
EBLN-Carbovirus.16-HomSap,Homo_sapiens,NC_000014.9,34971904,34972439,9.35E-31,205,403,-,hsEBLN-16_Carbo,EBLN9
EBLN-Carbovirus.16-HomSap,Homo_sapiens,NT_026437.13,16748381,16748916,9.37E-31,205,403,-,,EBLN9
EBLN-Carbovirus.16-MacFas,Macaca_fascicularis,NC_022278.1,98922246,98922847,1.09E-23,180,423,-,,EBLN9
EBLN-Carbovirus.16-MacFas,Macaca_fascicularis,NW_005092973.1,34416201,34416802,1.10E-23,180,423,-,,EBLN9
EBLN-Carbovirus.16-MacMul,Macaca_mulatta,NC_027899.1,96384504,96385105,7.29E-25,180,423,-,,EBLN9
EBLN-Carbovirus.16-MacMul,Macaca_mulatta,NW_014805042.1,387533,388134,7.61E-25,180,423,-,,EBLN9
EBLN-Carbovirus.16-MacNem,Macaca_nemestrina,NW_012017132.1,11584602,11585203,1.76E-24,180,423,-,,EBLN9
EBLN-Carbovirus.16-ManLeu,Mandrillus_leucophaeus,NW_012104998.1,740146,740747,8.06E-25,180,423,+,,EBLN9
EBLN-Carbovirus.16-NomLeu,Nomascus_leucogenys,NC_019816.1,109593666,109594156,8.67E-11,205,406,-,,EBLN9
EBLN-Carbovirus.16-NomLeu,Nomascus_leucogenys,NW_004087878.1,28228135,28228625,8.92E-11,205,406,-,,EBLN9
EBLN-Carbovirus.16-PanPan,Pan_paniscus,NC_027882.1,33909718,33910255,8.58E-30,205,403,-,,EBLN9
EBLN-Carbovirus.16-PanPan,Pan_paniscus,NW_014014218.1,1504588,1505125,8.89E-30,205,403,+,,EBLN9
EBLN-Carbovirus.16-PanTro,Pan_troglodytes,NC_036893.1,15979472,15980018,9.82E-30,205,406,-,,EBLN9
EBLN-Carbovirus.16-PanTro,Pan_troglodytes,NW_019932847.1,15979472,15980018,9.82E-30,205,406,-,,EBLN9
EBLN-Carbovirus.16-PapAnu,Papio_anubis,NC_018158.2,91809277,91809878,7.53E-23,180,423,-,,EBLN9
EBLN-Carbovirus.16-PapAnu,Papio_anubis,NW_018756343.1,375585,376186,8.11E-23,180,423,-,,EBLN9
EBLN-Carbovirus.16-PilTep,Piliocolobus_tephrosceles,NW_020556064.1,10881597,10882250,5.31E-11,180,423,-,,EBLN9
EBLN-Carbovirus.16-PonAbe,Pongo_abelii,NC_036917.1,15784557,15785101,3.81E-31,205,406,-,,EBLN9
EBLN-Carbovirus.16-PonAbe,Pongo_abelii,NW_019937237.1,73178317,73178861,3.81E-31,205,406,+,,EBLN9
EBLN-Carbovirus.16-RhiBie,Rhinopithecus_bieti,NW_016808598.1,338130,338731,9.27E-22,180,423,-,,EBLN9
EBLN-Carbovirus.16-RhiRox,Rhinopithecus_roxellana,NW_010820950.1,112732,113333,1.37E-22,180,423,+,,EBLN9
EBLN-Carbovirus.16-SaiBol,Saimiri_boliviensis_boliviensis,NW_003943614.1,3950950,3951452,2.01E-09,216,403,+,,EBLN9
EBLN-Carbovirus.16-TheGel,Theropithecus_gelada,NC_037675.1,36002721,36003322,1.60E-22,180,423,-,,EBLN9
EBLN-Carbovirus.16-TheGel,Theropithecus_gelada,NW_020251511.1,36002721,36003322,1.60E-22,180,423,-,,EBLN9
EBLN-Carbovirus.17-AotNan,Aotus_nancymaae,NW_018503546.1,1054211,1055027,1.77E-41,134,429,-,,EBLN15
EBLN-Carbovirus.17-CebCap,Cebus_capucinus_imitator,NW_016107349.1,7932615,7933339,2.55E-37,124,370,+,,EBLN15
EBLN-Carbovirus.17-CerAty,Cercocebus_atys,NW_012001960.1,6675759,6677032,7.33E-19,105,428,+,,EBLN15
EBLN-Carbovirus.17-ChlSab,Chlorocebus_sabaeus,NC_023665.1,65769532,65770050,3.29E-14,105,292,+,,EBLN15
EBLN-Carbovirus.17-ChlSab,Chlorocebus_sabaeus,NW_006735274.1,64769532,64770050,3.29E-14,105,292,+,,EBLN15
EBLN-Carbovirus.17-ChlSab,Chlorocebus_sabaeus,NC_023665.1,65772049,65772375,9.07E-19,302,428,+,,EBLN15
EBLN-Carbovirus.17-ChlSab,Chlorocebus_sabaeus,NW_006735274.1,64772049,64772375,9.07E-19,302,428,+,,EBLN15
EBLN-Carbovirus.17-ColAng,Colobus_angolensis_palliatus,NW_012116265.1,5518903,5519151,4.06E-06,328,428,-,,EBLN15
EBLN-Carbovirus.17-GorGor,Gorilla_gorilla_gorilla,NC_018438.2,71959783,71960897,4.98E-13,107,370,+,,EBLN15
EBLN-Carbovirus.17-GorGor,Gorilla_gorilla_gorilla,NW_017493704.1,42870458,42871572,5.02E-13,107,370,+,,EBLN15
EBLN-Carbovirus.17-HomSap,Homo_sapiens,NC_000014.9,88119886,88121148,2.26E-16,123,432,+,hsEBLN-17_Carbo,EBLN15
EBLN-Carbovirus.17-HomSap,Homo_sapiens,NT_026437.13,69896363,69897625,2.27E-16,123,432,+,,EBLN15
EBLN-Carbovirus.17-MacFas,Macaca_fascicularis,NC_022278.1,153039352,153040619,9.94E-21,105,428,+,,EBLN15
EBLN-Carbovirus.17-MacFas,Macaca_fascicularis,NW_005092973.1,88533307,88534574,9.94E-21,105,428,+,,EBLN15
EBLN-Carbovirus.17-MacMul,Macaca_mulatta,NC_027899.1,150251900,150253176,4.04E-20,105,428,+,,EBLN15
EBLN-Carbovirus.17-MacMul,Macaca_mulatta,NW_014805059.1,1202060,1203336,4.04E-20,105,428,+,,EBLN15
EBLN-Carbovirus.17-MacNem,Macaca_nemestrina,NW_012013355.1,15968956,15970229,9.94E-21,105,428,-,,EBLN15
EBLN-Carbovirus.17-ManLeu,Mandrillus_leucophaeus,NW_012101410.1,2628182,2628418,6.73E-07,332,428,+,,EBLN15
EBLN-Carbovirus.17-PanPan,Pan_paniscus,NC_027882.1,88091876,88093154,5.40E-17,107,435,+,,EBLN15
EBLN-Carbovirus.17-PanPan,Pan_paniscus,NW_014014222.1,4500855,4502133,5.58E-17,107,435,+,,EBLN15
EBLN-Carbovirus.17-PanTro,Pan_troglodytes,NC_036893.1,68941471,68942752,1.92E-15,107,435,+,,EBLN15
EBLN-Carbovirus.17-PanTro,Pan_troglodytes,NW_019932847.1,68941471,68942752,1.92E-15,107,435,+,,EBLN15
EBLN-Carbovirus.17-PapAnu,Papio_anubis,NC_018158.2,144915512,144916780,1.32E-17,105,428,+,,EBLN15
EBLN-Carbovirus.17-PapAnu,Papio_anubis,NW_018756466.1,320376,321644,1.32E-17,105,428,+,,EBLN15
EBLN-Carbovirus.17-PilTep,Piliocolobus_tephrosceles,NW_020555964.1,14790830,14792100,3.90E-17,107,428,-,,EBLN15
EBLN-Carbovirus.17-PonAbe,Pongo_abelii,NC_036917.1,69752545,69753780,2.47E-17,107,428,+,,EBLN15
EBLN-Carbovirus.17-PonAbe,Pongo_abelii,NW_019937237.1,19209638,19210873,2.47E-17,107,428,-,,EBLN15
EBLN-Carbovirus.17-RhiBie,Rhinopithecus_bieti,NW_016825936.1,316931,318195,1.67E-14,105,424,-,,EBLN15
EBLN-Carbovirus.17-RhiRox,Rhinopithecus_roxellana,NW_010826848.1,62341,63603,1.67E-14,105,424,+,,EBLN15
EBLN-Carbovirus.17-SaiBol,Saimiri_boliviensis_boliviensis,NW_003943741.1,3608003,3608871,4.27E-53,124,435,-,,EBLN15
EBLN-Carbovirus.17-TheGel,Theropithecus_gelada,NC_037675.1,89517423,89518692,1.30E-18,105,428,+,,EBLN15
EBLN-Carbovirus.17-TheGel,Theropithecus_gelada,NW_020251511.1,89517423,89518692,1.30E-18,105,428,+,,EBLN15
EBLN-Carbovirus.18-AciJub,Acinonyx_jubatus,NW_015130617.1,363798,364161,2.71E-07,213,337,+,,EBLN0
EBLN-Carbovirus.18-AciJub,Acinonyx_jubatus,NW_020834761.1,13535033,13535396,2.52E-07,213,337,-,,EBLN0
EBLN-Carbovirus.18-AotNan,Aotus_nancymaae,NW_018500622.1,5004307,5005233,2.43E-12,59,427,-,,EBLN0
EBLN-Carbovirus.18-BalAcu,Balaenoptera_acutorostrata_scammoni,NW_006735122.1,11581493,11582283,1.53E-25,133,431,-,,EBLN0
EBLN-Carbovirus.18-BisBis,Bison_bison_bison,NW_011494869.1,2348132,2348666,3.97E-10,175,390,+,,EBLN0
EBLN-Carbovirus.18-BosInd,Bos_indicus,NC_032667.1,38758595,38758996,5.03E-04,190,338,-,,EBLN0
EBLN-Carbovirus.18-BosInd,Bos_indicus,NW_017844726.1,38758595,38758996,5.03E-04,190,338,-,,EBLN0
EBLN-Carbovirus.18-BosMut,Bos_mutus,NW_005394117.1,419096,419630,8.85E-11,175,390,-,,EBLN0
EBLN-Carbovirus.18-BosTau,Bos_taurus,NC_037345.1,39659837,39660371,2.75E-10,175,390,-,,EBLN0
EBLN-Carbovirus.18-BosTau,Bos_taurus,NW_020190102.1,39659837,39660371,2.75E-10,175,390,-,,EBLN0
EBLN-Carbovirus.18-BubBub,Bubalus_bubalis,NW_020228700.1,39396633,39397126,3.36E-04,190,371,-,,EBLN0
EBLN-Carbovirus.18-CalJac,Callithrix_jacchus,NC_013915.1,26913112,26914024,2.81E-09,61,425,-,,EBLN0
EBLN-Carbovirus.18-CalJac,Callithrix_jacchus,NW_003184622.1,14020484,14021396,2.88E-09,61,425,-,,EBLN0
EBLN-Carbovirus.18-CamBac,Camelus_bactrianus,NW_011510721.1,2549441,2550137,6.30E-06,166,431,-,,EBLN0
EBLN-Carbovirus.18-CamFer,Camelus_ferus,NW_006210867.1,1055174,1055870,6.68E-06,166,431,-,,EBLN0
EBLN-Carbovirus.18-CamDro,Camelus_dromedarius,NW_011592622.1,100830,101527,1.15E-08,166,431,-,,EBLN0
EBLN-Carbovirus.18-CanLup,Canis_lupus_dingo,NW_020269191.1,11761929,11762590,1.19E-12,145,399,-,,EBLN0
EBLN-Carbovirus.18-CanLup,Canis_lupus_familiaris,NC_006587.3,77213850,77214511,1.18E-12,145,399,+,,EBLN0
EBLN-Carbovirus.18-CanLup,Canis_lupus_familiaris,NW_003726060.1,10752642,10753303,1.22E-12,145,399,+,,EBLN0
EBLN-Carbovirus.18-CapHir,Capra_hircus,NW_017189504.1,40854679,40855252,6.30E-04,174,390,-,,EBLN0
EBLN-Carbovirus.18-CarSyr,Carlito_syrichta,NW_007256216.1,520911,521469,1.24E-08,207,434,-,,EBLN0
EBLN-Carbovirus.18-CebCap,Cebus_capucinus_imitator,NW_016107432.1,9888918,9889836,8.51E-08,61,427,-,,EBLN0
EBLN-Carbovirus.18-CerSim,Ceratotherium_simum_simum,NW_004454193.1,21947526,21948340,1.22E-29,61,392,-,,EBLN0
EBLN-Carbovirus.18-ColAng,Colobus_angolensis_palliatus,NW_012112697.1,4685824,4686377,1.16E-07,61,279,-,,EBLN0
EBLN-Carbovirus.18-DelLeu,Delphinapterus_leucas,NW_019160884.1,14322548,14323125,2.63E-26,133,339,+,,EBLN0
EBLN-Cultervirus.18-EptFus,Eptesicus_fuscus,NW_007370661.1,29135743,29135940,8.60E-02,296,365,-,,EBLN0
EBLN-Carbovirus.18-EquAsi,Equus_asinus,NW_014637510.1,989802,990728,4.78E-13,61,435,-,,EBLN0
EBLN-Carbovirus.18-EquCab,Equus_caballus,NC_009146.3,23126344,23127094,3.17E-28,61,344,-,,EBLN0
EBLN-Carbovirus.18-EquCab,Equus_caballus,NW_019641714.1,23126344,23127094,3.17E-28,61,344,-,,EBLN0
EBLN-Carbovirus.18-EquPrz,Equus_przewalskii,NW_007673632.1,640216,640966,2.07E-27,61,344,-,,EBLN0
EBLN-Carbovirus.18-FelCat,Felis_catus,NC_018737.3,50061961,50062387,8.59E-13,151,302,-,,EBLN0
EBLN-Carbovirus.18-FelCat,Felis_catus,NW_019365232.1,24132544,24132970,8.70E-13,151,302,-,,EBLN0
EBLN-Carbovirus.18-GalVar,Galeopterus_variegatus,NW_007733159.1,100161,100595,2.15E-07,137,310,+,,EBLN0
EBLN-Carbovirus.18-GorGor,Gorilla_gorilla_gorilla,NC_018440.2,62462312,62463243,5.05E-12,61,432,+,,EBLN0
EBLN-Carbovirus.18-GorGor,Gorilla_gorilla_gorilla,NW_017493707.1,25588534,25589465,5.12E-12,61,432,+,,EBLN0
EBLN-Carbovirus.18-HomSap,Homo_sapiens,NC_000016.10,71406696,71407330,1.80E-06,40,279,+,hsEBLN-18_Carbo,EBLN0
EBLN-Carbovirus.18-HomSap,Homo_sapiens,NT_010498.16,25026014,25026648,1.85E-06,40,279,+,,EBLN0
EBLN-Carbovirus.18-LagObl,Lagenorhynchus_obliquidens,NW_020837964.1,14198548,14199344,2.56E-30,133,434,+,,EBLN0
EBLN-Carbovirus.18-LipVex,Lipotes_vexillifer,NW_006789896.1,2640682,2641095,1.85E-21,190,339,+,,EBLN0
EBLN-Carbovirus.18-ManJav,Manis_javanica,NW_016560206.1,30653,31297,5.10E-13,166,431,-,,EBLN0
EBLN-Carbovirus.18-MarMar,Marmota_marmota_marmota,NW_015351253.1,12586622,12587414,8.66E-10,101,434,+,,EBLN0
EBLN-Carbovirus.18-MusPut,Mustela_putorius_furo,NW_004569637.1,179505,179985,4.43E-06,151,331,+,,EBLN0
EBLN-Cultervirus.18-MyoBra,Myotis_brandtii,NW_005370611.1,333730,334207,4.30E-07,245,406,+,,EBLN0
EBLN-Cultervirus.18-MyoLuc,Myotis_lucifugus,NW_005871136.1,3260827,3261304,9.26E-07,245,406,-,,EBLN0
EBLN-Carbovirus.18-NeoAsi,Neophocaena_asiaeorientalis_asiaeorientalis,NW_020185335.1,2074590,2075167,3.89E-26,133,339,-,,EBLN0
EBLN-Carbovirus.18-NomLeu,Nomascus_leucogenys,NC_019817.1,50056001,50056917,3.63E-13,61,426,+,,EBLN0
EBLN-Carbovirus.18-NomLeu,Nomascus_leucogenys,NW_004087879.1,50055001,50055917,3.70E-13,61,426,+,,EBLN0
EBLN-Carbovirus.18-OdoVir,Odocoileus_virginianus_texanus,NW_018336100.1,74350,74985,5.76E-13,175,425,-,,EBLN0
EBLN-Carbovirus.18-OrcOrc,Orcinus_orca,NW_004438469.1,4591523,4592099,6.23E-28,133,339,-,,EBLN0
EBLN-Carbovirus.18-OtoGar,Otolemur_garnettii,NW_003852442.1,10385683,10386309,2.89E-06,133,395,+,,EBLN0
EBLN-Carbovirus.18-OviAri,Ovis_aries,NC_019471.2,38862110,38862644,7.40E-02,174,359,-,,EBLN0
EBLN-Carbovirus.18-OviAri,Ovis_aries,NW_014639023.1,38862110,38862644,7.40E-02,174,359,-,,EBLN0
EBLN-Carbovirus.18-PanPan,Pan_paniscus,NC_027884.1,71244295,71244995,3.34E-10,159,426,+,,EBLN0
EBLN-Carbovirus.18-PanPan,Pan_paniscus,NW_014014285.1,1041256,1041956,3.62E-10,159,426,+,,EBLN0
EBLN-Carbovirus.18-PanTro,Pan_troglodytes,NC_036895.1,58357798,58358498,3.77E-11,159,426,-,,EBLN0
EBLN-Carbovirus.18-PanTro,Pan_troglodytes,NW_019932855.1,28513549,28514249,3.82E-11,159,426,-,,EBLN0
EBLN-Carbovirus.18-PanPar,Panthera_pardus,NW_017619873.1,1143467,1144157,9.68E-15,157,421,+,,EBLN0
EBLN-Carbovirus.18-PanTig,Panthera_tigris_altaica,NW_006711606.1,1066711,1067458,7.97E-16,151,431,+,,EBLN0
EBLN-Carbovirus.18-PhyCat,Physeter_catodon,NW_019873566.1,14983152,14983947,2.43E-18,133,434,+,,EBLN0
EBLN-Carbovirus.18-PilTep,Piliocolobus_tephrosceles,NW_020556121.1,3581431,3581981,2.62E-09,61,279,+,,EBLN0
EBLN-Carbovirus.18-PonAbe,Pongo_abelii,NC_036919.1,50965378,50966306,2.68E-10,61,432,-,,EBLN0
EBLN-Carbovirus.18-PonAbe,Pongo_abelii,NW_019937243.1,28892491,28893419,2.71E-10,61,432,-,,EBLN0
EBLN-Carbovirus.18-ProCoq,Propithecus_coquereli,NW_012141080.1,30404,31093,3.71E-20,151,424,-,,EBLN0
EBLN-Carbovirus.18-PteAle,Pteropus_alecto,NW_006434825.1,15541362,15542286,1.03E-16,94,432,-,,EBLN0
EBLN-Carbovirus.18-PteVam,Pteropus_vampyrus,NW_011889180.1,919849,920773,1.65E-17,94,432,+,,EBLN0
EBLN-Carbovirus.18-PumCon,Puma_concolor,NW_020339221.1,13863046,13863474,4.80E-08,213,361,+,,EBLN0
EBLN-Carbovirus.18-RhiSin,Rhinolophus_sinicus,NW_017738943.1,11927028,11927776,3.22E-21,151,434,-,,EBLN0
EBLN-Carbovirus.18-RhiBie,Rhinopithecus_bieti,NW_016804493.1,6994219,6995138,2.73E-14,61,426,+,,EBLN0
EBLN-Carbovirus.18-RhiRox,Rhinopithecus_roxellana,NW_010829522.1,451984,452900,1.23E-12,61,425,-,,EBLN0
